"customer_id","date","location","category","sub_category","channel","tone_urgency","message"
"CUST-19275","2026-06-09","Philadelphia, PA","Food Quality","Stale ingredients","In-store","Low","The chicken tacos tasted like it had been made with yesterday's ingredients. I hope this can be addressed before my next visit."
"CUST-39523","2025-09-23","King of Prussia, PA","Delivery","Wrong address/dropoff","In-store","High","The driver left my order at the wrong house. This was especially frustrating because I was ordering during my lunch break."
"CUST-12371","2025-11-09","Princeton, NJ","Service","Slow service","DoorDash","Moderate","I waited 15 minutes for a simple order."
"CUST-25465","2026-05-09","Cherry Hill, NJ","Service","Slow service","Mobile App","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-11317","2025-11-30","Lansdale, PA","Product Availability","Substitution","Phone","Low","The restaurant replaced my nachos without contacting me."
"CUST-33670","2025-09-09","Willow Grove, PA","Service","Ignored customer","In-store","Low","I had to ask three times before someone would check on my order."
"CUST-20011","2026-04-03","Willow Grove, PA","Food Quality","Stale ingredients","Website","Moderate","The breakfast burrito tasted like it had been made with yesterday's ingredients. Please contact me about a refund or replacement."
"CUST-48362","2026-01-02","Lansdale, PA","App & Online Ordering","App error","Google Review","High","I kept getting an error when adding items to my cart."
"CUST-36680","2026-02-27","Warrington, PA","Service","Slow service","Uber Eats","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-67708","2025-10-12","Allentown, PA","Cleanliness","Food handling","In-store","Urgent","I saw an employee handle food and then touch the register without changing gloves."
"CUST-89920","2026-01-01","Philadelphia, PA","Product Availability","Out of stock","Website","Low","Several menu items were unavailable when I tried to order."
"CUST-96560","2026-07-04","Willow Grove, PA","Service","Slow service","DoorDash","Moderate","Service was extremely slow even though the restaurant was not busy. I have ordered from Taco Alley before and expected better."
"CUST-54688","2026-05-30","Cherry Hill, NJ","Food Quality","Stale ingredients","Phone","Moderate","The ingredients in my churros did not taste fresh."
"CUST-80092","2026-08-05","Allentown, PA","Service","Slow service","Email","High","It took 20 minutes before my order was ready."
"CUST-11990","2026-03-28","Willow Grove, PA","Service","Ignored customer","Phone","Low","I had to ask three times before someone would check on my order."
"CUST-96406","2025-08-20","Willow Grove, PA","Cleanliness","Restroom","Email","Moderate","The restroom was dirty and out of soap."
"CUST-12263","2025-12-14","Allentown, PA","Cleanliness","Food handling","Mobile App","Moderate","I saw an employee handle food and then touch the register without changing gloves."
"CUST-67729","2025-12-20","Warrington, PA","Food Quality","Cold food","Google Review","High","The guacamole tasted like it had been sitting out for a while. This was especially frustrating because I was ordering during my lunch break."
"CUST-95799","2025-10-15","Doylestown, PA","Order Accuracy","Wrong item","In-store","Low","The bag had someone else's guacamole instead of mine."
"CUST-43954","2025-11-25","Willow Grove, PA","Food Quality","Portion size","In-store","High","There was barely any filling in my churros."
"CUST-20151","2025-09-09","Lansdale, PA","Food Quality","Stale ingredients","Uber Eats","Low","The taco salad tasted like it had been made with yesterday's ingredients. This was especially frustrating because I was ordering during my lunch break."
"CUST-89556","2025-12-23","King of Prussia, PA","Food Quality","Portion size","Mobile App","Low","There was barely any filling in my breakfast burrito."
"CUST-29669","2025-10-22","Cherry Hill, NJ","Order Accuracy","Wrong item","Google Review","Low","My receipt was correct, but the fish tacos in the bag was wrong."
"CUST-29670","2026-05-26","Philadelphia, PA","Food Quality","Portion size","In-store","Moderate","The portion of fish tacos was much smaller than I expected for the price."
"CUST-25891","2026-05-22","Princeton, NJ","Billing & Pricing","Duplicate charge","DoorDash","High","My card was charged twice for the same order."
